Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,manufacture_year_copy,manufacture_date
BMW,X3,3.0,Petrol,1991,194227,2463,1991,1991-01-01 00:00:00
BMW,X3,3.0,Diesel,1992,108284,5578,1992,1992-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,2017,50636,16526,2017,2017-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2009,142726,9271,2009,2009-01-01 00:00:00
VW,Polo,1.0,Petrol,2018,29018,17938,2018,2018-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2020,5829,54900,2020,2020-01-01 00:00:00
BMW,X3,2.4,Diesel,1997,91455,7875,1997,1997-01-01 00:00:00
VW,Polo,1.2,Petrol,1997,110943,2807,1997,1997-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2008,126083,4630,2008,2008-01-01 00:00:00
BMW,Z4,2.2,Petrol,2013,34641,28775,2013,2013-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2003,185411,4347,2003,2003-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1991,145989,2428,1991,1991-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2005,68477,10394,2005,2005-01-01 00:00:00
Ford,Focus,1.8,Diesel,1996,228514,1777,1996,1996-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2008,91899,18830,2008,2008-01-01 00:00:00
VW,Golf,2.0,Diesel,2006,132517,6968,2006,2006-01-01 00:00:00
VW,Passat,1.6,Diesel,2000,149660,4536,2000,2000-01-01 00:00:00
VW,Golf,1.2,Diesel,1999,141870,3141,1999,1999-01-01 00:00:00
VW,Golf,1.8,Diesel,1999,128313,4285,1999,1999-01-01 00:00:00
VW,Golf,1.8,Petrol,1990,274870,620,1990,1990-01-01 00:00:00
VW,Golf,1.8,Petrol,2017,30879,26435,2017,2017-01-01 00:00:00
VW,Polo,1.0,Petrol,2010,49404,9318,2010,2010-01-01 00:00:00
Ford,Focus,1.6,Petrol,2013,21341,23984,2013,2013-01-01 00:00:00
VW,Passat,2.0,Diesel,2019,31515,41513,2019,2019-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1993,128175,1675,1993,1993-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,1999,181408,4035,1999,1999-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1997,117567,2750,1997,1997-01-01 00:00:00
Ford,Focus,1.4,Diesel,1987,237109,795,1987,1987-01-01 00:00:00
VW,Golf,1.6,Hybrid,1999,144401,4062,1999,1999-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2011,122572,6729,2011,2011-01-01 00:00:00
BMW,X3,2.0,Petrol,1989,177303,2038,1989,1989-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1988,168455,1544,1988,1988-01-01 00:00:00
VW,Passat,1.4,Diesel,1989,59703,3955,1989,1989-01-01 00:00:00
Ford,Focus,1.0,Diesel,1991,236390,883,1991,1991-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1994,204406,2977,1994,1994-01-01 00:00:00
VW,Passat,2.0,Diesel,1985,80478,3151,1985,1985-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,1998,39334,5502,1998,1998-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2016,44207,28305,2016,2016-01-01 00:00:00
VW,Polo,1.4,Petrol,1998,128892,2824,1998,1998-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1997,132733,2312,1997,1997-01-01 00:00:00
VW,Passat,1.4,Diesel,1996,209919,1939,1996,1996-01-01 00:00:00
Ford,Focus,2.0,Diesel,2000,110597,6585,2000,2000-01-01 00:00:00
VW,Golf,1.4,Petrol,2017,50548,20717,2017,2017-01-01 00:00:00
Ford,Focus,1.4,Petrol,2014,60022,19014,2014,2014-01-01 00:00:00
VW,Golf,2.0,Petrol,2016,29843,26224,2016,2016-01-01 00:00:00
Ford,Focus,1.6,Petrol,2018,38017,30419,2018,2018-01-01 00:00:00
BMW,Z4,2.4,Petrol,2007,94692,13593,2007,2007-01-01 00:00:00
Ford,Mondeo,1.6,Petrol,2015,46205,23487,2015,2015-01-01 00:00:00
Ford,Focus,1.6,Petrol,2003,187961,3649,2003,2003-01-01 00:00:00
Ford,Fiesta,1.4,Diesel,2019,18034,24681,2019,2019-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1988,229694,1079,1988,1988-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2019,26622,18940,2019,2019-01-01 00:00:00
Ford,Mondeo,1.4,Petrol,1994,136761,2845,1994,1994-01-01 00:00:00
VW,Passat,1.4,Diesel,2017,40122,28895,2017,2017-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2008,55883,11611,2008,2008-01-01 00:00:00
VW,Golf,1.8,Petrol,2018,34252,27709,2018,2018-01-01 00:00:00
VW,Passat,2.0,Diesel,1992,238396,1372,1992,1992-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,2012,73872,10180,2012,2012-01-01 00:00:00
VW,Polo,1.0,Petrol,2012,42569,11103,2012,2012-01-01 00:00:00
VW,Golf,1.6,Diesel,1997,211638,1751,1997,1997-01-01 00:00:00
VW,Golf,2.0,Petrol,2015,33693,23992,2015,2015-01-01 00:00:00
VW,Polo,1.6,Petrol,2001,152971,3039,2001,2001-01-01 00:00:00
VW,Polo,1.2,Petrol,2012,32163,12936,2012,2012-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2000,184361,3989,2000,2000-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1988,76257,2442,1988,1988-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1997,131620,4551,1997,1997-01-01 00:00:00
Ford,Focus,1.8,Petrol,2009,101135,11630,2009,2009-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1994,157136,3031,1994,1994-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,1995,153340,2143,1995,1995-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2012,96292,24879,2012,2012-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2017,63623,14485,2017,2017-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2003,156976,4674,2003,2003-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2009,101574,12713,2009,2009-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1995,140151,3108,1995,1995-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2016,53509,28214,2016,2016-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1997,137532,4335,1997,1997-01-01 00:00:00
VW,Polo,1.4,Petrol,1990,192946,972,1990,1990-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2006,95579,10873,2006,2006-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2013,49515,26856,2013,2013-01-01 00:00:00
VW,Polo,1.0,Petrol,2002,96349,3984,2002,2002-01-01 00:00:00
BMW,M5,4.0,Petrol,2011,49176,56089,2011,2011-01-01 00:00:00
Ford,Focus,1.8,Petrol,1994,231669,1439,1994,1994-01-01 00:00:00
VW,Golf,1.2,Petrol,2009,62830,10404,2009,2009-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2017,29270,34897,2017,2017-01-01 00:00:00
Porsche,911,2.6,Petrol,1998,227471,5525,1998,1998-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2018,22276,36747,2018,2018-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1998,150602,2974,1998,1998-01-01 00:00:00
VW,Polo,1.4,Petrol,1989,192061,916,1989,1989-01-01 00:00:00
BMW,M5,4.4,Petrol,1993,256822,3324,1993,1993-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1994,253424,1295,1994,1994-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2004,96949,7260,2004,2004-01-01 00:00:00
VW,Passat,2.0,Petrol,2017,43514,32226,2017,2017-01-01 00:00:00
Ford,Focus,1.0,Petrol,2021,7415,34826,2021,2021-01-01 00:00:00
Porsche,911,2.2,Petrol,2018,33230,86372,2018,2018-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2005,95219,4780,2005,2005-01-01 00:00:00
VW,Polo,1.2,Petrol,2013,37270,13420,2013,2013-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2003,144764,9007,2003,2003-01-01 00:00:00
Ford,Focus,1.0,Diesel,2020,27791,30620,2020,2020-01-01 00:00:00
VW,Polo,1.4,Diesel,2019,28900,23839,2019,2019-01-01 00:00:00
VW,Golf,2.0,Diesel,2017,48522,26329,2017,2017-01-01 00:00:00
VW,Golf,1.2,Diesel,1994,327256,421,1994,1994-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1999,168856,1966,1999,1999-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1993,190290,2851,1993,1993-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2012,34369,24277,2012,2012-01-01 00:00:00
VW,Passat,2.0,Diesel,1991,209392,1669,1991,1991-01-01 00:00:00
BMW,X3,2.0,Diesel,1988,185881,1859,1988,1988-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1994,183610,2048,1994,1994-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1996,148086,4973,1996,1996-01-01 00:00:00
Ford,Fiesta,1.0,Hybrid,2015,50697,15083,2015,2015-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1987,224811,541,1987,1987-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,1993,224627,2212,1993,1993-01-01 00:00:00
Ford,Focus,1.6,Diesel,1998,212824,2205,1998,1998-01-01 00:00:00
Ford,Focus,2.0,Diesel,2009,133780,10032,2009,2009-01-01 00:00:00
BMW,Z4,3.0,Petrol,2012,32812,31772,2012,2012-01-01 00:00:00
VW,Golf,1.6,Diesel,2009,75707,11576,2009,2009-01-01 00:00:00
VW,Passat,1.6,Petrol,2005,14086,15322,2005,2005-01-01 00:00:00
Ford,Mondeo,1.4,Hybrid,2010,62242,17069,2010,2010-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1991,218413,1303,1991,1991-01-01 00:00:00
Ford,Focus,1.0,Petrol,1995,151714,2299,1995,1995-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2002,109996,4452,2002,2002-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2016,29758,25042,2016,2016-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2016,39628,40950,2016,2016-01-01 00:00:00
Ford,Mondeo,1.6,Hybrid,2003,114745,7895,2003,2003-01-01 00:00:00
Ford,Focus,1.4,Diesel,2015,47059,23160,2015,2015-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2021,13652,41487,2021,2021-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1991,109029,1966,1991,1991-01-01 00:00:00
VW,Golf,2.0,Petrol,2015,43259,22664,2015,2015-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2015,44432,15127,2015,2015-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2019,20107,41979,2019,2019-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2002,147026,8640,2002,2002-01-01 00:00:00
Porsche,911,3.0,Petrol,1998,188610,8382,1998,1998-01-01 00:00:00
VW,Golf,1.2,Diesel,2009,120212,7256,2009,2009-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2011,102198,8597,2011,2011-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2019,15837,36314,2019,2019-01-01 00:00:00
VW,Passat,1.6,Diesel,1988,186214,1498,1988,1988-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1998,166325,2029,1998,1998-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2018,16233,22205,2018,2018-01-01 00:00:00
VW,Polo,1.2,Petrol,2017,47964,16423,2017,2017-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2015,54723,21876,2015,2015-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1998,196395,2364,1998,1998-01-01 00:00:00
VW,Golf,1.4,Petrol,1995,219311,1274,1995,1995-01-01 00:00:00
Ford,Focus,1.8,Petrol,2016,55287,25394,2016,2016-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2010,64816,14686,2010,2010-01-01 00:00:00
VW,Passat,1.4,Diesel,2001,71938,8122,2001,2001-01-01 00:00:00
VW,Polo,1.4,Petrol,2016,56409,15739,2016,2016-01-01 00:00:00
VW,Passat,1.8,Diesel,2018,14558,40494,2018,2018-01-01 00:00:00
VW,Passat,1.4,Diesel,1991,274906,765,1991,1991-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2002,79221,13154,2002,2002-01-01 00:00:00
VW,Polo,1.0,Petrol,2014,51287,12024,2014,2014-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,2001,159363,2554,2001,2001-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2014,48492,21533,2014,2014-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2005,111938,4225,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,2011,78764,10396,2011,2011-01-01 00:00:00
BMW,M5,4.4,Petrol,2017,22465,102698,2017,2017-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1998,247951,984,1998,1998-01-01 00:00:00
VW,Polo,1.0,Petrol,1993,278870,458,1993,1993-01-01 00:00:00
Ford,Focus,1.6,Diesel,1986,159937,1565,1986,1986-01-01 00:00:00
VW,Polo,1.6,Petrol,2014,54298,14924,2014,2014-01-01 00:00:00
Ford,Focus,1.6,Diesel,1987,284203,548,1987,1987-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2011,91143,13263,2011,2011-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1994,106975,4501,1994,1994-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,1994,232725,1004,1994,1994-01-01 00:00:00
Ford,Focus,2.0,Petrol,1987,203940,1220,1987,1987-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1991,216219,1906,1991,1991-01-01 00:00:00
VW,Golf,1.8,Petrol,2012,87782,13135,2012,2012-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2002,122309,3501,2002,2002-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,2002,182640,5334,2002,2002-01-01 00:00:00
VW,Polo,2.0,Petrol,1995,181164,1796,1995,1995-01-01 00:00:00
VW,Polo,2.0,Petrol,1989,266801,556,1989,1989-01-01 00:00:00
VW,Golf,1.2,Hybrid,2003,180093,3409,2003,2003-01-01 00:00:00
BMW,Z4,2.2,Petrol,1998,186079,3439,1998,1998-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1996,90038,3221,1996,1996-01-01 00:00:00
Ford,Focus,1.6,Petrol,2017,46562,27026,2017,2017-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1989,223468,1384,1989,1989-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2016,28373,15353,2016,2016-01-01 00:00:00
VW,Polo,2.0,Petrol,1990,123329,2068,1990,1990-01-01 00:00:00
VW,Polo,2.0,Petrol,2000,135070,3673,2000,2000-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2003,111088,5171,2003,2003-01-01 00:00:00
Ford,Focus,1.6,Petrol,2020,19933,38545,2020,2020-01-01 00:00:00
Ford,Mondeo,1.6,Hybrid,2008,91822,13047,2008,2008-01-01 00:00:00
VW,Golf,1.6,Petrol,2012,53478,15580,2012,2012-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1986,277097,468,1986,1986-01-01 00:00:00
Ford,Mondeo,1.6,Hybrid,1998,127617,5123,1998,1998-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2018,33011,53788,2018,2018-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1996,93717,5658,1996,1996-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,2010,91095,7904,2010,2010-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2013,42418,12679,2013,2013-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2010,62332,16926,2010,2010-01-01 00:00:00
BMW,M5,4.4,Petrol,2015,53909,74562,2015,2015-01-01 00:00:00
Porsche,911,3.5,Petrol,1994,237361,4487,1994,1994-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2006,121361,4203,2006,2006-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1987,248849,1248,1987,1987-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2002,111087,6289,2002,2002-01-01 00:00:00
VW,Golf,2.0,Petrol,2012,74315,15199,2012,2012-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2001,124722,4020,2001,2001-01-01 00:00:00
VW,Golf,1.2,Petrol,2016,36664,19522,2016,2016-01-01 00:00:00
VW,Polo,1.2,Petrol,2003,153177,3002,2003,2003-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2014,52305,38289,2014,2014-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2004,126902,8540,2004,2004-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2004,91730,5023,2004,2004-01-01 00:00:00
Ford,Focus,1.4,Petrol,2009,94682,10749,2009,2009-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,1996,197657,2868,1996,1996-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2014,70748,29418,2014,2014-01-01 00:00:00
Toyota,RAV4,2.4,Petrol,1986,294369,663,1986,1986-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1999,140064,2275,1999,1999-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2018,24296,32427,2018,2018-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1994,269287,997,1994,1994-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1987,118789,1986,1987,1987-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2013,46627,20137,2013,2013-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2015,31530,30093,2015,2015-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1998,140305,5148,1998,1998-01-01 00:00:00
Ford,Focus,1.0,Petrol,2005,116308,5927,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,1991,281749,494,1991,1991-01-01 00:00:00
BMW,X3,2.0,Diesel,2007,48420,18661,2007,2007-01-01 00:00:00
Ford,Focus,1.8,Diesel,2016,32236,30672,2016,2016-01-01 00:00:00
Ford,Focus,1.4,Petrol,1987,201432,1044,1987,1987-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2016,36952,24014,2016,2016-01-01 00:00:00
VW,Golf,1.2,Petrol,2013,55189,14268,2013,2013-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1988,269706,845,1988,1988-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1994,208814,1642,1994,1994-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1990,114531,1803,1990,1990-01-01 00:00:00
Ford,Mondeo,1.4,Petrol,2005,112372,7159,2005,2005-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2003,74265,15933,2003,2003-01-01 00:00:00
BMW,Z4,3.0,Petrol,2001,173680,5456,2001,2001-01-01 00:00:00
VW,Passat,1.4,Diesel,1997,263784,1267,1997,1997-01-01 00:00:00
Ford,Focus,1.0,Petrol,1994,298084,577,1994,1994-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1998,187721,2580,1998,1998-01-01 00:00:00
Ford,Fiesta,1.0,Hybrid,2015,40954,16011,2015,2015-01-01 00:00:00
BMW,M5,5.0,Petrol,1997,171860,9880,1997,1997-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2008,55839,14561,2008,2008-01-01 00:00:00
VW,Polo,1.0,Petrol,2003,101673,4096,2003,2003-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2013,61417,19607,2013,2013-01-01 00:00:00
VW,Golf,1.4,Diesel,2011,65466,13251,2011,2011-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2020,12493,44281,2020,2020-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1989,278691,732,1989,1989-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2007,59701,8240,2007,2007-01-01 00:00:00
VW,Polo,1.4,Petrol,1997,189186,1602,1997,1997-01-01 00:00:00
VW,Polo,1.0,Petrol,2001,165370,2167,2001,2001-01-01 00:00:00
Ford,Focus,1.8,Petrol,2012,55654,19404,2012,2012-01-01 00:00:00
Ford,Focus,1.6,Diesel,2015,43895,25243,2015,2015-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,2008,37463,23381,2008,2008-01-01 00:00:00
Ford,Mondeo,1.6,Hybrid,1991,133975,3055,1991,1991-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,2003,91382,10760,2003,2003-01-01 00:00:00
VW,Polo,1.4,Petrol,1990,160459,1283,1990,1990-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2011,80816,15066,2011,2011-01-01 00:00:00
VW,Golf,1.4,Diesel,1992,112184,2682,1992,1992-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2007,107606,10659,2007,2007-01-01 00:00:00
Porsche,911,3.5,Petrol,2018,39921,104722,2018,2018-01-01 00:00:00
Ford,Focus,1.0,Petrol,1996,97454,3743,1996,1996-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2000,91699,7110,2000,2000-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2000,93256,7424,2000,2000-01-01 00:00:00
BMW,M5,4.4,Petrol,2001,99545,21476,2001,2001-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1990,193393,873,1990,1990-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2018,37031,19739,2018,2018-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1996,282617,732,1996,1996-01-01 00:00:00
BMW,M5,5.0,Petrol,2019,25044,123300,2019,2019-01-01 00:00:00
BMW,M5,4.4,Petrol,2003,78946,28399,2003,2003-01-01 00:00:00
VW,Golf,2.0,Petrol,2006,92949,8946,2006,2006-01-01 00:00:00
VW,Passat,1.6,Diesel,2015,45897,26105,2015,2015-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2010,36718,18710,2010,2010-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2017,43596,36362,2017,2017-01-01 00:00:00
VW,Polo,1.2,Petrol,2019,26974,21251,2019,2019-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2012,36877,11192,2012,2012-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2012,64730,11931,2012,2012-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2010,67468,15428,2010,2010-01-01 00:00:00
VW,Polo,1.6,Petrol,1992,170513,1440,1992,1992-01-01 00:00:00
VW,Passat,1.4,Diesel,2013,45290,21450,2013,2013-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1988,234902,1167,1988,1988-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2005,200197,2798,2005,2005-01-01 00:00:00
VW,Golf,1.6,Petrol,2009,64176,11908,2009,2009-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2010,61847,25188,2010,2010-01-01 00:00:00
VW,Passat,1.8,Diesel,1999,218301,2492,1999,1999-01-01 00:00:00
VW,Golf,1.8,Petrol,1999,38404,7618,1999,1999-01-01 00:00:00
BMW,X3,2.0,Diesel,2004,69523,13339,2004,2004-01-01 00:00:00
BMW,Z4,2.0,Petrol,1988,278968,724,1988,1988-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1993,144559,2977,1993,1993-01-01 00:00:00
VW,Passat,1.8,Diesel,2006,75042,12586,2006,2006-01-01 00:00:00
VW,Passat,1.4,Diesel,1990,168399,1864,1990,1990-01-01 00:00:00
BMW,Z4,2.4,Petrol,2013,105342,18759,2013,2013-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2013,34925,12102,2013,2013-01-01 00:00:00
VW,Polo,2.0,Petrol,2005,40212,9987,2005,2005-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1987,86776,2917,1987,1987-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1994,178283,3381,1994,1994-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2001,107007,3358,2001,2001-01-01 00:00:00
VW,Golf,1.8,Diesel,1986,214951,866,1986,1986-01-01 00:00:00
Ford,Fiesta,1.0,Hybrid,2013,5000,17119,2013,2013-01-01 00:00:00
BMW,Z4,3.0,Petrol,2021,13060,64627,2021,2021-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2006,133544,7735,2006,2006-01-01 00:00:00
VW,Golf,1.4,Diesel,1990,172691,1442,1990,1990-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2016,56897,38794,2016,2016-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2015,58116,13138,2015,2015-01-01 00:00:00
Ford,Mondeo,2.0,Hybrid,1998,195652,3250,1998,1998-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2022,5725,35482,2022,2022-01-01 00:00:00
BMW,M5,4.0,Petrol,2013,70558,55830,2013,2013-01-01 00:00:00
Porsche,Cayenne,2.6,Petrol,2011,46682,36466,2011,2011-01-01 00:00:00
VW,Passat,2.0,Petrol,1985,212303,1038,1985,1985-01-01 00:00:00
Porsche,Cayenne,3.0,Petrol,1999,106374,11719,1999,1999-01-01 00:00:00
Ford,Focus,1.8,Petrol,1997,140651,3855,1997,1997-01-01 00:00:00
BMW,X3,3.0,Diesel,1999,278832,2038,1999,1999-01-01 00:00:00
VW,Golf,1.4,Petrol,2018,32454,24695,2018,2018-01-01 00:00:00
Ford,Focus,2.0,Petrol,2015,51485,25649,2015,2015-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2009,61420,14047,2009,2009-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2014,51666,23656,2014,2014-01-01 00:00:00
VW,Golf,1.6,Petrol,2016,45889,21324,2016,2016-01-01 00:00:00
VW,Polo,1.6,Petrol,2019,26125,24657,2019,2019-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,1996,25580,5633,1996,1996-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2007,122861,13336,2007,2007-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1990,305836,605,1990,1990-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2010,97209,11878,2010,2010-01-01 00:00:00
BMW,X3,3.0,Diesel,2010,55284,26740,2010,2010-01-01 00:00:00
VW,Passat,1.8,Diesel,2021,15944,49092,2021,2021-01-01 00:00:00
VW,Golf,1.6,Diesel,2003,155808,4227,2003,2003-01-01 00:00:00
VW,Passat,1.6,Diesel,2003,189243,3967,2003,2003-01-01 00:00:00
VW,Golf,2.0,Petrol,2006,161724,5234,2006,2006-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2004,186979,4584,2004,2004-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1999,80245,9748,1999,1999-01-01 00:00:00
VW,Passat,1.4,Diesel,2007,61496,12982,2007,2007-01-01 00:00:00
VW,Polo,1.6,Petrol,2011,53516,12279,2011,2011-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2009,42648,21454,2009,2009-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1997,205140,3139,1997,1997-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2004,124668,6842,2004,2004-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1998,190922,1522,1998,1998-01-01 00:00:00
VW,Golf,1.8,Diesel,2022,630,45601,2022,2022-01-01 00:00:00
BMW,Z4,3.0,Petrol,2018,35812,46574,2018,2018-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2017,45044,26864,2017,2017-01-01 00:00:00
Ford,Focus,2.0,Diesel,2005,87542,10872,2005,2005-01-01 00:00:00
